state,name,udid,runtime,isAvailable,GiB
Shutdown,iPad mini (A17 Pro),716240C5-8E3D-4537-BE3F-702784E21B69,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
Shutdown,iPad Air 13-inch (M4),A9805526-E2CF-4DAA-A10D-5393002E85FA,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
Shutdown,iPad Air 11-inch (M4),78993CA5-B9EB-45D6-B84B-DB394A585D0D,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
Shutdown,iPhone 17e,79E195C8-7E49-41BD-92E6-6CA80A484DE5,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPhone Air,9CDCB330-6672-4EEA-B1AB-2E7B908860B0,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPhone 17,E986152E-F4D5-4EB4-AF23-98F590158E17,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPad Pro 13-inch (M5),AA9A0CD9-46F2-4683-A0AF-F09B211DE475,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPad Pro 11-inch (M5),35798F97-2823-4FBD-B32A-7FB89A1A4592,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPad mini (A17 Pro),7DD8A3FB-C374-48AF-9CDE-D36F7D495439,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPad Air 13-inch (M4),4805A9AC-A31E-492C-9961-4573DB5A27AA,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPad Air 11-inch (M4),8C95262D-6109-4203-A564-F01A75BAC632,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
Shutdown,iPad (A16),728EBCA8-7467-497E-89C2-F8305F1473A0,com.apple.CoreSimulator.SimRuntime.iOS-26-3,True,0.01708221435546875
